date,min,max,median,q1,q3,stdev,count
2022-02-01T00:00:00.000Z,2.72,13.23,5.43,4.38,7.46,2.722,369
2022-02-02T00:00:00.000Z,2.04,8.4,4.84,3.56,5.85,1.359,525
2022-02-03T00:00:00.000Z,3.1,24.3,6.19,5.21,9.4,4.313,508
2022-02-04T00:00:00.000Z,2.6,15.82,7.4,5.07,9.57,2.903,535
2022-02-05T00:00:00.000Z,1.33,9.68,5.09,3.5,7.1,2.025,555
2022-02-06T00:00:00.000Z,2.95,12.7,6.05,4.75,8.5,2.281,554
2022-02-07T00:00:00.000Z,5.15,16.32,10.43,7.5,12.93,2.877,546
2022-02-08T00:00:00.000Z,2.02,11.9,4.92,4.05,7.35,2.47,544
2022-02-09T00:00:00.000Z,3.28,21.42,6.88,5.59,13.48,4.533,521
2022-02-10T00:00:00.000Z,4.4,24.63,9.3,6.9,13.85,5.049,529
2022-02-11T00:00:00.000Z,5.07,17.64,9.38,7.93,12.07,2.903,530
2022-02-12T00:00:00.000Z,5.9,14.55,9.74,8.4,11.23,1.843,554
2022-02-13T00:00:00.000Z,3.28,9.38,6.62,5.4,7.4,1.311,570
2022-02-14T00:00:00.000Z,2.92,14.5,7.67,4.95,11.1,3.225,562
2022-02-15T00:00:00.000Z,0.93,9.07,4.9,2.17,6.4,2.191,571
2022-02-16T00:00:00.000Z,1.67,15.3,7.79,6.8,9.82,2.51,570
2022-02-17T00:00:00.000Z,1.7,13.9,6.49,3.55,9.23,3.219,570
2022-02-18T00:00:00.000Z,4.55,17.05,8.38,7.1,10.8,2.418,563
2022-02-19T00:00:00.000Z,4.45,15.68,9.84,6.88,12.63,3.038,570
2022-02-20T00:00:00.000Z,6.07,18.82,11.5,10.14,12.76,2.42,560
2022-02-21T00:00:00.000Z,3.88,11,7.02,5.8,8.3,1.595,554
2022-02-22T00:00:00.000Z,2.97,8.55,4.82,4.3,5.75,0.98,582
2022-02-23T00:00:00.000Z,2.13,9.82,6.45,5.35,7.35,1.638,562
2022-02-24T00:00:00.000Z,0.9,6.72,3.1,1.88,4.63,1.538,569
2022-02-25T00:00:00.000Z,0.6,20.27,2.33,1.4,6.83,3.71,544
2022-02-26T00:00:00.000Z,0.73,7.32,2.2,1.5,5.18,1.984,570
2022-02-27T00:00:00.000Z,1.3,6.7,2.83,2.2,3.67,1.045,571
2022-02-28T00:00:00.000Z,2.25,30.5,12.06,5.3,15.48,6.398,558
2022-03-01T00:00:00.000Z,2.15,16.98,7.82,5.78,13.52,4.098,578
2022-03-02T00:00:00.000Z,3.3,18.38,10.31,5.68,12.23,3.572,560
2022-03-03T00:00:00.000Z,4.47,24.77,11.35,9.38,14.8,4.574,555
2022-03-04T00:00:00.000Z,3.67,53.2,6.35,5.15,14.15,7.187,558
2022-03-05T00:00:00.000Z,2.75,12.93,6.32,5.17,8.32,2.373,569
2022-03-06T00:00:00.000Z,3.45,17.13,6.77,5.5,13.68,4.213,552
2022-03-07T00:00:00.000Z,4.88,23.2,9.88,7.68,13.73,4.305,567
2022-03-08T00:00:00.000Z,6.05,19.64,11.1,9.6,13.48,3.01,535
2022-03-09T00:00:00.000Z,4.38,36.35,14.63,9.8,22.19,8.417,545
2022-03-10T00:00:00.000Z,4.38,49.6,15.94,10.1,33.45,13.138,550
2022-03-11T00:00:00.000Z,4.75,40.22,14.48,9.3,24.27,9.457,567
2022-03-12T00:00:00.000Z,11.77,27.08,19.72,18.1,22.28,3.469,556
2022-03-13T00:00:00.000Z,6.47,21.4,13.85,8.69,17.98,4.563,557
2022-03-14T00:00:00.000Z,3.15,26.2,6.53,5.15,17.45,7.166,566
2022-03-15T00:00:00.000Z,2.29,42.75,9.3,4.59,19.09,10.986,560
2022-03-16T00:00:00.000Z,6.07,43.6,18.13,10.52,23.81,10.269,565
2022-03-17T00:00:00.000Z,12.15,54.53,31.2,16.35,43.91,13.95,557
2022-03-18T00:00:00.000Z,8.69,38.03,16.05,13.05,21.8,6.605,539
2022-03-19T00:00:00.000Z,10.3,32.13,18.75,13.44,20.8,5.224,573
2022-03-20T00:00:00.000Z,3.75,14.05,9.69,7.15,10.7,2.503,555
2022-03-21T00:00:00.000Z,0.56,5.47,2.13,1.5,2.65,0.949,529
2022-03-22T00:00:00.000Z,0.75,6.8,2,1.52,2.47,0.722,571
2022-03-23T00:00:00.000Z,0.5,6.53,1.38,1,2.45,1.028,554
2022-03-24T00:00:00.000Z,0.5,15.75,3.9,1.66,8.96,4.252,537
2022-03-25T00:00:00.000Z,0.32,5.82,2.58,1.1,3.28,1.331,563
2022-03-26T00:00:00.000Z,0.63,9.93,3.45,1.73,5.79,2.444,573
2022-03-27T00:00:00.000Z,2.75,8.88,4.72,4,5.5,1.072,559
2022-03-28T00:00:00.000Z,1.42,10.55,4.32,2.8,6.38,2.224,565
2022-03-29T00:00:00.000Z,0.7,6.15,2.35,1.9,2.92,0.899,568
2022-03-30T00:00:00.000Z,0.55,14.4,4.68,1.91,6.8,3.28,565
2022-03-31T00:00:00.000Z,0.43,14.3,1.73,1.17,4.17,2.926,573
2022-04-01T00:00:00.000Z,1,9.48,3.4,2.15,4.45,1.8,542
2022-04-02T00:00:00.000Z,0,7.5,1.35,0.2,4.38,2.101,509
2022-04-03T00:00:00.000Z,0.1,4.18,0.6,0.32,0.9,0.592,566
2022-04-04T00:00:00.000Z,0.5,5.25,2.6,1.73,3.08,0.96,571
2022-04-05T00:00:00.000Z,0.3,5,1.85,1.08,2.42,0.829,547
2022-04-06T00:00:00.000Z,0.4,9.52,5.13,1.33,6.43,2.584,547
2022-04-07T00:00:00.000Z,1.08,11.2,6.85,2.97,8.43,2.774,563
2022-04-08T00:00:00.000Z,4.88,20.23,15.48,8.44,17.25,4.573,570
2022-04-09T00:00:00.000Z,15.95,32.38,23.75,19.55,26.83,4.088,553
2022-04-10T00:00:00.000Z,9.57,28.2,15.9,13.68,20.88,4.744,570
2022-04-11T00:00:00.000Z,8.07,24.55,14.25,11.1,18.73,4.546,575
2022-04-12T00:00:00.000Z,8.82,19.38,13.04,11.65,14.74,2.253,580
2022-04-13T00:00:00.000Z,11.85,21.2,17.73,15.32,18.7,2.181,575
2022-04-14T00:00:00.000Z,12.8,24.02,17.6,15.38,19.98,2.635,567
2022-04-15T00:00:00.000Z,14.1,22.48,17.23,16.14,18.52,1.588,570
2022-04-16T00:00:00.000Z,5.85,20.3,8.73,7.63,15.23,4.318,580
2022-04-17T00:00:00.000Z,6.35,16.48,12.15,10.85,13.4,2.234,567
2022-04-18T00:00:00.000Z,10.65,18.39,13.9,12.63,15.48,1.71,566
2022-04-19T00:00:00.000Z,5.05,13.68,9.61,7.2,10.6,1.95,542
2022-04-20T00:00:00.000Z,4.68,13.13,8.05,7.13,9.27,1.56,555
2022-04-21T00:00:00.000Z,1.95,8.73,5.09,3.75,6.35,1.563,565
2022-04-22T00:00:00.000Z,3.25,15.05,7.19,5.22,11.1,3.069,568
2022-04-23T00:00:00.000Z,2.95,10.35,6.15,5.17,6.93,1.34,569
2022-04-24T00:00:00.000Z,4,9.68,6.3,5.38,7.15,1.182,573
2022-04-25T00:00:00.000Z,1.1,10.67,4.32,3.33,4.97,1.33,530
2022-04-26T00:00:00.000Z,1.17,7.03,2.9,2.17,3.78,1.116,547
2022-04-27T00:00:00.000Z,2.5,17.89,4.32,3.75,5.18,2.967,217
2022-05-11T00:00:00.000Z,2.27,12.45,6.22,4.95,7.38,1.768,277
2022-05-12T00:00:00.000Z,1.3,32.95,5.95,4.28,7.95,2.893,516
2022-05-13T00:00:00.000Z,0.8,18.45,8.25,2.85,12.4,4.959,534
2022-05-14T00:00:00.000Z,1.67,18.07,7.55,5.93,9.56,2.856,533
2022-05-15T00:00:00.000Z,0.1,11.8,5.27,0.8,7.93,3.56,530
2022-05-16T00:00:00.000Z,0.1,9.8,1.55,0.5,3.59,2.399,525
2022-05-17T00:00:00.000Z,0.28,22.1,4.59,1.63,8.11,4.431,532
2022-05-18T00:00:00.000Z,0.1,22.58,2.02,0.6,4.05,2.843,526
2022-05-19T00:00:00.000Z,0.1,17.42,2.5,1.48,4,3.977,517
2022-05-20T00:00:00.000Z,0.1,6.65,1.02,0.56,1.8,1.195,527
2022-05-21T00:00:00.000Z,0.3,5.43,0.88,0.63,1.4,0.958,163
2022-05-23T00:00:00.000Z,0.5,8.82,3.58,2.54,5.05,1.622,450
2022-05-24T00:00:00.000Z,0.3,6.8,1.63,1.08,2.67,1.413,528
2022-05-25T00:00:00.000Z,0.3,9.48,1.65,1.2,2.1,1.096,510
2022-05-26T00:00:00.000Z,0.1,5.4,1.52,0.68,2.38,1.057,502
2022-05-27T00:00:00.000Z,0.4,8.68,2.15,1.55,2.95,1.087,497
2022-05-28T00:00:00.000Z,0.1,5.95,1.66,0.6,3.05,1.447,522
2022-05-29T00:00:00.000Z,0.9,7.85,3.35,2.47,4.55,1.459,444
2022-05-30T00:00:00.000Z,0.38,12.23,2.95,1.73,4.72,2.175,469
2022-05-31T00:00:00.000Z,2.42,10.1,6.03,4.9,7.07,1.376,478
2022-06-01T00:00:00.000Z,1.63,9.25,4.75,3.33,6.04,1.697,501
2022-06-02T00:00:00.000Z,0.5,10.82,3.2,1.55,5.05,2.535,188
2022-06-03T00:00:00.000Z,0.38,12.88,1.6,1.17,2.84,1.916,305
2022-06-04T00:00:00.000Z,0.1,6.63,0.95,0.6,1.35,1.109,412
2022-06-05T00:00:00.000Z,0,9.13,0.75,0.4,1.38,1.611,422
2022-06-06T00:00:00.000Z,0.3,6.43,0.9,0.65,1.98,1.053,358
2022-06-07T00:00:00.000Z,0.1,8.88,0.9,0.63,1.3,1.083,540
2022-06-08T00:00:00.000Z,0.2,8.98,2,1.24,2.83,1.307,504
2022-06-09T00:00:00.000Z,0.1,13.5,1.05,0.6,5.13,3.437,501
2022-06-10T00:00:00.000Z,0.2,7.03,1.25,0.8,2.33,1.238,493
2022-06-11T00:00:00.000Z,0.5,8.9,2.22,1.4,3.58,1.657,469
2022-06-12T00:00:00.000Z,0.5,63.9,1.7,1.27,2.38,3.77,503
2022-06-13T00:00:00.000Z,1.08,13.52,5.18,3.55,6.35,2.064,463
2022-06-14T00:00:00.000Z,1.1,8.52,3.28,2.45,4.23,1.388,381
2022-06-15T00:00:00.000Z,0.3,7.55,2.2,1.01,3.2,1.503,489
2022-06-16T00:00:00.000Z,0.6,12.45,3.92,2.13,7.63,2.982,507
2022-06-17T00:00:00.000Z,0.68,8.63,3.38,1.75,5.35,2.009,440
2022-06-18T00:00:00.000Z,0.2,13.2,1.14,0.8,2.04,1.689,494
2022-06-19T00:00:00.000Z,0.4,9.25,2.15,1,4.5,2.128,448
2022-06-20T00:00:00.000Z,0.45,10.6,3.67,1.91,5.14,2.186,384
2022-06-21T00:00:00.000Z,0.4,5.85,1.73,0.89,3.75,1.555,196
2022-06-22T00:00:00.000Z,0.2,6.18,1.25,0.74,2.83,1.437,165
2022-06-23T00:00:00.000Z,0.3,9.82,2.44,1.45,4.37,2.223,176
2022-06-24T00:00:00.000Z,0.6,5.03,1.8,1.4,2.27,0.679,262
2022-06-25T00:00:00.000Z,0.88,2.67,1.62,1.42,2,0.409,38
2022-06-26T00:00:00.000Z,0.3,3,0.5,0.4,0.92,0.665,60
2022-06-27T00:00:00.000Z,0.6,7.53,2.57,1.91,3.32,1.057,272
2022-06-28T00:00:00.000Z,0.4,8.69,2.2,1.08,3.83,1.853,294
2022-06-29T00:00:00.000Z,0.1,5.85,0.75,0.4,1.62,1.406,264
2022-06-30T00:00:00.000Z,0.1,3.15,0.7,0.32,1.14,0.57,355
2022-07-01T00:00:00.000Z,0.2,5.18,1.27,0.73,2.47,1.107,548
2022-07-02T00:00:00.000Z,0.2,4.72,1.1,0.5,2.83,1.268,564
2022-07-03T00:00:00.000Z,0.1,2.38,0.43,0.25,0.8,0.419,533
2022-07-04T00:00:00.000Z,0.17,5.5,1.25,0.65,1.92,0.947,542
2022-07-05T00:00:00.000Z,0.2,4.7,0.7,0.45,1.49,0.772,533
2022-07-06T00:00:00.000Z,0.2,5,1.2,0.82,1.73,0.685,557
2022-07-07T00:00:00.000Z,0,4.4,1.05,0.38,1.77,0.901,375
2022-07-08T00:00:00.000Z,0.22,10.43,1.1,0.68,1.77,1.283,537
2022-07-09T00:00:00.000Z,0.03,6.22,0.6,0.38,1.15,1.156,528
2022-07-10T00:00:00.000Z,0.1,2.27,0.4,0.3,0.65,0.329,544
2022-07-11T00:00:00.000Z,0.2,4.4,0.7,0.43,1.2,0.687,544
2022-07-12T00:00:00.000Z,0.2,6.95,0.9,0.5,1.65,1.283,560
2022-07-13T00:00:00.000Z,0,8.1,0.8,0.47,2.1,1.653,514
2022-07-14T00:00:00.000Z,0.7,8.1,1.75,1.3,2.45,1.014,539
2022-07-15T00:00:00.000Z,0.2,10.48,1.27,0.65,2.63,2.039,515
2022-07-16T00:00:00.000Z,0.3,4.03,1.59,1.1,2.13,0.732,570
2022-07-17T00:00:00.000Z,0.1,4.05,1.14,0.68,1.73,0.754,575
2022-07-18T00:00:00.000Z,0.28,7.7,1.83,1.08,2.65,1.48,557
2022-07-19T00:00:00.000Z,0.2,7.05,1.75,1,2.5,1.213,573
2022-07-20T00:00:00.000Z,0.05,5.18,1.3,0.6,2.25,1.118,571
2022-07-21T00:00:00.000Z,0.1,3.45,1,0.65,1.5,0.607,566
2022-07-22T00:00:00.000Z,0.1,15.27,1.4,0.4,3.84,2.717,577
2022-07-23T00:00:00.000Z,0.17,15.38,3.35,1.82,4.67,2.431,561
2022-07-24T00:00:00.000Z,0.8,6.75,2.25,1.7,2.92,1.035,566
2022-07-25T00:00:00.000Z,0.2,20.6,2.41,1.65,4.63,3.682,576
2022-07-26T00:00:00.000Z,1.2,12.77,4.5,3.5,5.75,2.206,571
2022-07-27T00:00:00.000Z,0.75,8.85,3.3,2.5,4.88,1.726,575
2022-07-28T00:00:00.000Z,0.55,8.05,4.22,2.75,5.55,1.719,557
2022-07-29T00:00:00.000Z,0.5,7.25,3.49,1.95,4.55,1.589,564
2022-07-30T00:00:00.000Z,0.4,9.13,2.14,1.45,4.22,1.939,566
2022-07-31T00:00:00.000Z,0,5.72,1.19,0.65,1.83,0.992,574
2022-08-01T00:00:00.000Z,0.2,6.35,1.42,0.85,2.19,1.114,509
2022-08-02T00:00:00.000Z,0.1,6.1,0.9,0.5,1.45,0.964,538
2022-08-03T00:00:00.000Z,0.2,2.45,0.56,0.4,0.77,0.311,547
2022-08-04T00:00:00.000Z,0.2,4.05,0.65,0.4,1.52,0.911,71
2022-08-13T00:00:00.000Z,0.68,4.22,1.88,1.38,2.54,0.763,223
2022-08-14T00:00:00.000Z,0.45,22.35,2.78,1.5,9.44,4.955,533
2022-08-15T00:00:00.000Z,0.4,5.4,1.8,1.23,2.5,0.945,459
2022-08-16T00:00:00.000Z,0.1,5.07,1.33,0.73,1.92,0.85,578
2022-08-17T00:00:00.000Z,0.1,3.9,0.82,0.5,1.33,0.656,434
2022-08-18T00:00:00.000Z,0.03,6.95,0.93,0.4,2.1,1.437,484
2022-08-19T00:00:00.000Z,0.08,7.35,1.23,0.7,2.24,1.21,573
2022-08-20T00:00:00.000Z,0.1,6.95,2,0.6,3.15,1.552,541
2022-08-21T00:00:00.000Z,0.2,6.8,1.38,0.7,2.21,1.06,529
2022-08-22T00:00:00.000Z,0.1,5.22,1.1,0.5,2.35,1.196,342
2022-08-23T00:00:00.000Z,0.1,8.25,2.78,0.88,4.3,1.941,531
2022-08-24T00:00:00.000Z,0.15,7.4,0.95,0.6,1.54,1.298,481
2022-08-25T00:00:00.000Z,0.1,804.78,1.42,0.95,2.06,126.488,501
2022-08-26T00:00:00.000Z,176.7,865.9,571.54,432.88,655.92,146.1,555
2022-08-27T00:00:00.000Z,210.55,876.97,691.03,647.5,722.1,113.15,539
2022-08-28T00:00:00.000Z,417.75,780.72,607.04,570.79,661.93,69.11,541
2022-08-29T00:00:00.000Z,418.23,941.53,617.11,582.45,688.22,75.009,538
2022-08-30T00:00:00.000Z,129.13,999.9,555.58,473.14,613.02,108.469,533
2022-08-31T00:00:00.000Z,432.35,999.9,622.38,561.85,697.86,92.295,520
2022-09-01T00:00:00.000Z,400.58,999.9,730.6,597.41,999.9,189.803,492
2022-09-02T00:00:00.000Z,319.63,999.9,518.46,455.99,638.27,157.996,472
2022-09-03T00:00:00.000Z,315.83,999.9,559.9,440.11,653.53,151.841,393
2022-09-04T00:00:00.000Z,450.33,999.9,904.92,774.97,999.9,149.576,253
2022-09-05T00:00:00.000Z,212.07,785.25,482.45,434.76,527.44,86.829,340
2022-09-06T00:00:00.000Z,143.3,694.47,427.88,330.95,563.78,142.273,119
2022-09-08T00:00:00.000Z,282.27,866.2,469.33,412.88,504.67,73.91,278
2022-09-09T00:00:00.000Z,287.7,836.72,449.67,404.9,482.5,77.589,522
2022-09-10T00:00:00.000Z,289.52,838.97,476.18,425.97,527.37,79.325,496
2022-09-11T00:00:00.000Z,181.63,759.65,417.7,358.05,523.85,113.885,534
2022-09-12T00:00:00.000Z,303.23,702.5,500.52,454.23,568.33,77.951,470
2022-09-13T00:00:00.000Z,189,901.25,499.04,444.32,594.16,109.835,496
2022-09-14T00:00:00.000Z,253.82,795.85,528.91,442.45,573.83,98.678,516
2022-09-15T00:00:00.000Z,188.43,690.65,415.58,346.86,542.14,113.426,505
2022-09-16T00:00:00.000Z,197.57,778.13,580.9,420.08,649.25,129.202,495
2022-09-17T00:00:00.000Z,183.98,802.63,411.83,356.3,443.35,115.586,245
2022-09-21T00:00:00.000Z,172.95,711.95,500.73,398.35,593.79,134.424,455
2022-09-22T00:00:00.000Z,137.85,698.65,293.39,232.15,415.48,124.252,507
2022-09-23T00:00:00.000Z,102.35,638.78,420.55,316.7,462.1,107.323,508
2022-09-24T00:00:00.000Z,118.35,732.67,339.85,234.86,420.35,128.638,521
2022-09-25T00:00:00.000Z,78.2,709.95,317.38,260.06,377.2,105.731,505
2022-09-26T00:00:00.000Z,18.95,668.28,405.58,330.45,456.48,94.819,482
2022-09-27T00:00:00.000Z,61.08,707.92,388.4,272.29,488.94,140.176,497
2022-09-28T00:00:00.000Z,123.22,722.85,427.17,339.44,524.21,129.631,493
2022-09-29T00:00:00.000Z,107.05,758.15,521.54,344.9,600,157.608,490
2022-09-30T00:00:00.000Z,39.13,607.33,359.73,291.02,404.15,99.509,491
2022-10-01T00:00:00.000Z,122.7,928.1,369.95,252.88,453.17,130.191,449
2022-10-02T00:00:00.000Z,82.7,870.25,480.25,377.88,588.33,150.993,279
2022-10-03T00:00:00.000Z,100.15,644,361.63,295.89,431.33,103.01,274
2022-10-04T00:00:00.000Z,86.82,708.17,384.42,305.35,493.83,138.766,321
2022-10-05T00:00:00.000Z,0.45,688.33,1.4,1,2.9,189.699,323
2022-10-06T00:00:00.000Z,0.2,6.38,1.6,1.12,2.17,1.248,519
2022-10-07T00:00:00.000Z,0.2,3.7,0.82,0.43,1.35,0.693,529
2022-10-08T00:00:00.000Z,0.1,12.02,2.33,1.1,4.04,2.207,529
2022-10-09T00:00:00.000Z,0,22.08,0.8,0.4,1.91,1.972,537
2022-10-10T00:00:00.000Z,0.1,7.72,1.1,0.45,1.98,1.142,538
2022-10-11T00:00:00.000Z,0,22.42,0.52,0.38,0.98,2.031,526
2022-10-12T00:00:00.000Z,2.25,22.63,5.03,4.15,6.63,2.083,518
2022-10-13T00:00:00.000Z,3.22,14.93,7,5.78,8.34,1.947,541
2022-10-14T00:00:00.000Z,8,18,11.9,10.92,12.84,1.54,513
2022-10-15T00:00:00.000Z,3.78,16.55,7.85,6.69,9.53,2.724,521
2022-10-16T00:00:00.000Z,6.28,19,10.64,9.27,12.74,2.59,412
2022-10-17T00:00:00.000Z,5.63,42.83,11.84,7.82,16.25,7.291,526
2022-10-18T00:00:00.000Z,11.57,28.4,15.65,14.43,16.67,2.466,86
2022-10-24T00:00:00.000Z,0.6,11.23,4.47,2.41,7.49,2.767,457
2022-10-25T00:00:00.000Z,4.25,28.15,10.23,7.43,13.1,4.375,497
2022-10-26T00:00:00.000Z,0.1,28.9,2.54,0.69,5.03,3.638,516
2022-10-27T00:00:00.000Z,0.43,9.73,1.4,1,2.13,1.072,516
2022-10-28T00:00:00.000Z,0.68,8.23,2.33,1.58,4,1.768,482
2022-10-29T00:00:00.000Z,1.58,15.35,4.09,3.12,4.84,1.567,501
2022-10-30T00:00:00.000Z,2.27,38.6,8.63,5.05,11.98,5.424,509
2022-10-31T00:00:00.000Z,5.8,23.77,16.3,12.34,20.14,4.545,513
2022-11-01T00:00:00.000Z,3.75,17,7.69,5.5,9,2.349,510
2022-11-02T00:00:00.000Z,4.82,31.88,8.86,7.24,11.31,3.092,504
2022-11-03T00:00:00.000Z,5.72,42.08,16.92,7.9,29.35,11.408,538
2022-11-04T00:00:00.000Z,2.5,37.58,10.19,7.95,12.55,4.033,507
2022-11-05T00:00:00.000Z,0.28,12.93,5.85,4.3,7.13,2.565,500
2022-11-06T00:00:00.000Z,4.45,20.27,13.2,8.96,16.64,4.434,497
2022-11-07T00:00:00.000Z,1.8,33.92,5.09,3.9,8.02,3.384,536
2022-11-08T00:00:00.000Z,3.7,16.52,7.72,5.63,9.23,2.26,522
2022-11-09T00:00:00.000Z,0.55,25.6,6.03,2.5,7.38,3.224,524
2022-11-10T00:00:00.000Z,0.4,14.68,2.9,1.7,3.92,2.48,530
2022-11-11T00:00:00.000Z,0.28,8.85,1.45,0.8,2.42,1.921,513
2022-11-12T00:00:00.000Z,0.56,12.75,1.95,1.33,3.35,2.837,539
2022-11-13T00:00:00.000Z,0.3,8.88,1.23,0.82,1.92,1.442,545
2022-11-14T00:00:00.000Z,0.3,16.63,1.65,0.9,3.67,3.535,527
2022-11-15T00:00:00.000Z,0.5,19.2,1.85,1.23,2.85,1.923,521
2022-11-16T00:00:00.000Z,1.08,24.42,5.01,2.62,7.37,5.006,512
2022-11-17T00:00:00.000Z,1.08,21.4,5.42,3.15,9.73,4.867,526
2022-11-18T00:00:00.000Z,0.2,31.75,2.08,1.38,4.2,4.467,529
2022-11-19T00:00:00.000Z,0.32,11.93,3.53,2.2,5.63,2.573,519
2022-11-20T00:00:00.000Z,0.3,10.98,1.3,0.82,2.6,1.615,531
2022-11-21T00:00:00.000Z,0.4,22.13,2.6,1.48,5.53,2.78,515
2022-11-22T00:00:00.000Z,0.4,11.2,3.5,1.5,5.88,2.409,523
2022-11-23T00:00:00.000Z,0.4,8.38,1.5,0.9,3.7,1.917,463
2022-11-24T00:00:00.000Z,1.23,9.85,4.4,3.25,5.65,1.764,531
2022-11-25T00:00:00.000Z,0.5,11.5,2.88,1.7,4,2.208,520
2022-11-26T00:00:00.000Z,0.5,10.73,3.47,2.54,5.32,1.909,522
2022-11-27T00:00:00.000Z,0.4,58.97,1.52,0.9,2.71,3.03,532
2022-11-28T00:00:00.000Z,0.3,12.82,1.85,0.9,4.34,2.823,500
2022-11-29T00:00:00.000Z,0.55,8.9,2.64,1.8,5.39,2.224,192
2022-11-30T00:00:00.000Z,2.9,14.8,5.6,4.42,9.91,3.307,209
2022-12-01T00:00:00.000Z,0.43,3.2,1.21,0.92,1.7,0.515,192
2022-12-02T00:00:00.000Z,0.52,4.28,1.26,1,1.58,0.676,204
2022-12-05T00:00:00.000Z,0.5,6.1,1.07,0.9,1.42,0.838,212
2022-12-06T00:00:00.000Z,0.47,8.07,1.29,1.02,1.65,0.801,200
2022-12-07T00:00:00.000Z,0.38,3.63,0.98,0.77,1.38,0.575,220
2022-12-08T00:00:00.000Z,0.5,9.4,1.38,1.01,1.72,0.886,205
2022-12-09T00:00:00.000Z,0.47,7.1,1.38,1.02,1.98,1.01,252
2022-12-12T00:00:00.000Z,2.25,26.98,5.57,4.47,9.69,6.541,174
2022-12-13T00:00:00.000Z,7.28,16.42,9.85,9.25,10.78,1.671,212
2022-12-14T00:00:00.000Z,11.55,23.5,18.73,16.3,20.05,2.42,203
2022-12-15T00:00:00.000Z,3.83,13.75,5.4,4.95,6.65,1.681,191
2022-12-16T00:00:00.000Z,6.78,17.82,12.15,9.86,14.7,2.692,43
2022-12-19T00:00:00.000Z,1.98,26.52,3.64,3.03,4.28,1.968,218
2022-12-20T00:00:00.000Z,1.55,7.95,3,2.54,3.5,0.888,211
2022-12-21T00:00:00.000Z,0.6,10.3,3.17,1.77,4.7,1.748,170
2022-12-22T00:00:00.000Z,2.42,7.43,3.92,3.38,4.55,0.949,213
2022-12-23T00:00:00.000Z,8.3,15.43,12.52,11.5,13.4,1.413,138
2023-01-09T00:00:00.000Z,3.9,27.42,12.78,7.25,18.57,6.391,188
2023-01-10T00:00:00.000Z,0.52,6.72,1.3,0.9,2.02,1.21,103
2023-01-11T00:00:00.000Z,2.15,26.05,5.09,3.83,6.1,3.318,171
2023-01-12T00:00:00.000Z,1.67,8.88,4.75,3.79,5.44,1.43,125
2023-01-13T00:00:00.000Z,0.65,18,4.03,2.15,6.7,3.739,431
2023-01-14T00:00:00.000Z,1.35,14.52,5.25,3.59,6.92,2.623,533
2023-01-15T00:00:00.000Z,3.15,31.95,10.35,6.4,19.51,7.585,449
2023-01-16T00:00:00.000Z,10.77,41.28,18.73,15.3,25.79,7.466,493
2023-01-17T00:00:00.000Z,3.03,25.45,11.42,6.32,15.93,5.404,504
2023-01-18T00:00:00.000Z,1.3,15.98,4.55,2.7,7.13,3.586,435
2023-01-19T00:00:00.000Z,1.88,20.39,6.15,4.8,10.03,3.486,496
2023-01-20T00:00:00.000Z,2.45,19.82,7.7,6.25,9.43,2.621,518
2023-01-21T00:00:00.000Z,1.65,18.35,7.44,4,9.44,2.99,498
2023-01-22T00:00:00.000Z,4.53,22.52,7.85,6.53,9.27,2.501,545
2023-01-23T00:00:00.000Z,3.2,28.92,7.88,6.55,10.8,3.965,447
2023-01-24T00:00:00.000Z,1.23,16.89,4.93,3.3,6.45,2.344,507
2023-01-25T00:00:00.000Z,1.88,17.92,6.32,4.4,9.52,3.489,493
2023-01-26T00:00:00.000Z,5.78,28.73,10.18,8,12.57,4.454,528
2023-01-27T00:00:00.000Z,0.77,22.52,6.43,4.65,16.23,6.099,407
2023-01-28T00:00:00.000Z,1.4,17.89,5.12,3.44,7.5,2.716,520
2023-01-29T00:00:00.000Z,4.38,27.08,9.44,7.68,15.6,4.532,510
2023-01-30T00:00:00.000Z,11.4,45.3,16.13,14.93,17.14,2.647,485
2023-01-31T00:00:00.000Z,12.27,50.22,20.75,18.5,23.94,6.225,469
2023-02-01T00:00:00.000Z,14.57,56.95,24.5,20.45,30.08,8.552,497
2023-02-02T00:00:00.000Z,2.1,42.5,15.5,5.85,20.6,9.619,490
2023-02-03T00:00:00.000Z,1.52,20.63,6.65,3.85,10.82,4.149,379
2023-02-04T00:00:00.000Z,1.08,14.38,4.93,3.72,7.4,2.484,557
2023-02-05T00:00:00.000Z,1.2,100.3,5,3.42,7.68,5.901,467
2023-02-06T00:00:00.000Z,0.98,6.68,3.45,2.63,4.01,1.106,172
2023-02-09T00:00:00.000Z,4.72,19.14,9.43,7.27,12.19,3.179,400
2023-02-10T00:00:00.000Z,2.33,20.5,6.07,4.3,8.11,3.224,461
2023-02-11T00:00:00.000Z,4.93,20.42,10.63,8.6,12.88,2.966,427
2023-02-12T00:00:00.000Z,2.33,18.88,9.55,6.78,12.1,3.443,499
2023-02-13T00:00:00.000Z,3.75,18.05,9.02,6.68,12.84,3.554,373
2023-02-14T00:00:00.000Z,4.75,16.6,9.25,7.4,11,2.457,435
2023-02-15T00:00:00.000Z,6.03,26.98,11.09,9.03,13.54,3.668,372
2023-02-16T00:00:00.000Z,9.19,27.15,12.84,11.06,18.8,5.159,416
2023-02-17T00:00:00.000Z,7.5,25.55,12.79,9.68,15.85,4.089,386
